TenantId,IncidentId,IntegrationName,EventId,EventCreatedTime,Severity,Status,TimeCreated,TimeClosed
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:410a77c68c2d424690e5f5cdd78292b0:e0518b437dd046e191ec02b7c4e42d0a,mssentinel,f6f00971518f4e8e9da5b0d55ac678df,1675497186459,Medium,Closed,1670556788296,1670710547354
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:3f23b345d8204f73b6fb1a32ad3f421b:18eb0f01880c4a1dbc1e8d95e8afc69d,crowdstrike,c97abcd5898847b79ea663acd6e79e53,1675497186459,High,Open,1675656293631,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:b4c0cc4ab51d411585769e4379976dff:ac9e144a1bb74f158803d9acf9766e5d,mssentinel,bb2bb0ef9ece4f05974b955830a73280,1675497186459,High,Open,1674524651934,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:73fe9101f8c64b82889fd26885b3404c:4837cd340d3242649462e4640248d22d,mssentinel,5d04665a426c494db991567b1bee6cf5,1675497186459,High,Open,1673672913075,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:b44a2f7560c24d6f83cb3e5b06902035:70fbf7d724544027ab2a38e5009cdf4f,mssentinel,a908b015e14c4059b00ca2ec7e656715,1675497186459,Low,Open,1675558216690,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:28885d4d1c1840a7b0368ffaac4d068f:b319709fd6ae40d595b47346537e0ce8,mssentinel,1be82dfc27ac4426a2cb5ecaa9f3c3ee,1675497186459,Critical,Open,1673828024835,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:de553a1432974f61918fe0dab43a486b:e92382c7cf534911bf4e2e997e65b2db,crowdstrike,eb7c465c71f0415685e4ef75646de7e7,1675497186459,High,Open,1673513533575,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:525890f605334bcdbc55032e82d0e180:f8bf633da5b5406d86aba0c7a3a6b18f,crowdstrike,99adf60d25cb402596b1cf0e3a562438,1675497186459,Low,Open,1670836312311,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:c4396fc6966c41ff9fac49dfbec598d5:705367f094ca4034b14fe57820df9cb4,mssentinel,54c1003513ec4c9bac0b634863f4e6b8,1675497186459,Critical,Open,1674554282951,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:d959a4996b934efbb123315fe2caf593:e0c1ae47ad114d968118cdc444192843,crowdstrike,b702fbfc3d624f8fad20f7ff726b9316,1675497186459,Medium,Closed,1671530297953,1671677812155
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:5e088310213f47ffa2609c624b30361b:b5f54a04ba784c5692279f2f7c8b494e,crowdstrike,19da749efd37414fbae91e933bcfaf3c,1675497186459,Low,Open,1670569239602,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:37d1f8d7030f43f984a441369b8d3ad0:69f32e78bed247a6a3bae87d15b592d8,mssentinel,16e3a32b635e43f1b803278d765326c0,1675497186459,Low,Closed,1674267994702,1674467552172
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:dc681adf1b2a45ac889d7e83ea62a508:fa63caa0e6944497a2c2586dc0e992a9,crowdstrike,6da36b6229534299946e0a17d8bd9ab4,1675497186459,High,Closed,1671448195977,1671741944631
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:fe753dd275524ef5bc63954b824b2b6a:850c838c146a44149f07c03f7d38011a,mssentinel,84709680d3c44051b9cf38040bb9ebca,1675497186459,Low,Closed,1672370788798,1672620124589
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:554bf503950f4c02bc5f62d90acb7e7d:2c4997a0867a4986a96536bfea5b9695,mssentinel,e72b2c094c5e4e26bb18c72c72439ee8,1675497186459,Low,Open,1670386984153,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:22d6fe72462844c1aa1c41fb8506b8cf:ddd96fc4d08f4c83ad2b237703643101,crowdstrike,89888c406ac74cbb8e26796fca40f061,1675497186459,Critical,Open,1673279312669,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:6be8e7b7b26c437994dd7dbdabe6b83d:090e782086c648ceb6cc28ae9967c11f,crowdstrike,919cb0290e1948c38cbdcb13bec0c9e3,1675497186459,Medium,Closed,1675134766584,1675373720207
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:0b5cc4a4c9254ed888cfdcb77a40c457:efd1987ce86c448b93364bb6fb5be108,mssentinel,272c61863c754b319adbfe9dd724dc50,1675497186459,Medium,Open,1674248312359,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:87f0dd70dbe5426581f2ba890907501c:31486dafb622443283b4ebc97d295789,mssentinel,01b87d85491743d3b047f2594cc409b5,1675497186459,High,Open,1672865216729,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:24c6978b3dc746e1b3394a34919cf379:8ab07acefb8d4df5b49cc8a86cb20b88,mssentinel,f7323763f4a747c0b25b3c0a0e0b6eff,1675497186459,Low,Open,1675034678121,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:41003174f6d54100a1d0b3abc8c915e7:4e7c34ea71c941ae8face399706ec666,mssentinel,c9eb71d62a6a4fe0a84692675c7fafa5,1675497186459,Medium,Open,1670806465260,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:d40c2f21b8da4b669f0511c89af2bd52:6a28e8c70fc4429b933361225583a092,mssentinel,fadadece96c74d5c8aa2ac50be8c4239,1675497186459,High,Closed,1675554256761,1675568458360
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:3cd50605bdbb4d5684aca3a1814b711a:7c02ec22280846d28c6ea33aad8f3736,crowdstrike,da9c2388b5b74d26aa5574a86d89b1a2,1675497186459,High,Closed,1671504358718,1671519402969
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:6b9b816fa4d54da3b1ae08eb357fb024:65347535ac4f4bbfa991293038168325,crowdstrike,abebf04fada741f8acbe70b7e697b298,1675497186459,Medium,Closed,1673480380962,1673685484333
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:877d3e4864c84d52a1258c07a8b25052:1ca746cafaf44e9082c238b0676951c1,crowdstrike,a083caa3ced74b72852f08a8e32b1ddf,1675497186459,Medium,Closed,1673763408501,1673945850661
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:12bd5953a24f4ba499d179686bdfc7b4:87eefe5383b7441bb4e446e2fcf2b771,mssentinel,aa84b880f11b4530802947b2f1cc5dcc,1675497186459,High,Closed,1670601565274,1670662509099
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:d3f2586ad2d24ad1b43c78ed3ed1cbe4:d5935f6226674d2697128dc808403b62,crowdstrike,9e7a4c16ae3e41f9a5cfc3f741a6d8ef,1675497186459,High,Closed,1674177766919,1674330434773
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:cbdbd7709cf34978a3daf1b63d4039d6:c28377da8bdb41699df435a0affb1f44,mssentinel,80be711036304a068f886ed6f7f706a1,1675497186459,Critical,Closed,1672527289800,1672732038435
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:4ad2913531ba44dda38b911072c69114:33ddfbd0fd8540fc812eeccec769b9fb,mssentinel,95d98bbb9b0849d9a50f353e7cf2ec81,1675497186459,High,Closed,1674050980072,1674122944584
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:dcd0f472ef2d4f7d93e2c2964111b58e:821e57f84c77487887bce198b0c256db,mssentinel,651a32ab54b84356aa26984541b8327c,1675497186459,Low,Open,1675322424360,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:0bf96389070c40aa9a5c46a267f0ebbd:f8d2d89554f6452c808abe27caebc42c,mssentinel,8e5a18f049e14268a5afd4b14a554538,1675497186459,Medium,Open,1672714910006,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:ef5e95d8d789451a95593c29c8d0bf4c:011538f9d8cc4d4384c76ee41f021c78,mssentinel,8809d0a930cb4b5480414664dfc2487b,1675497186459,High,Open,1674559421307,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:030df8ffc5684fc288fed70f32e9b97f:cd328f1dc0b64117b910b24d0f2eaa48,crowdstrike,09260fc5a376433bb66f7d7067049859,1675497186459,Critical,Open,1673063839862,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:761cabc044824f148e4c9f30a35fec10:299fed6e061f474f8afb6be6a10dc19b,mssentinel,eb0bfdb496aa4811b2225e9779d5ed21,1675497186459,High,Open,1674696810324,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:7a69d9251b874b86b7520afd0659a842:b3f188054b18438292973a1b1ea7f7c1,mssentinel,91b6ec1adaa9494bb662e788651118cb,1675497186459,Medium,Open,1675250978764,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:f316570ec3394807a932b13432160866:bcb51ff640d8428aa8601b5f747d3635,crowdstrike,f0f6d0443da640f998cd735f37f5a1fe,1675497186459,Critical,Open,1673771691838,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:b2487fd0b5e047f0a7fcbfdd80705b46:8090c64cf78e494699737a6928ff06cf,crowdstrike,5e80c6b4bb124ba49bae83d4f975e88b,1675497186459,Medium,Closed,1673337396634,1673593107808
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:e9658ba35c1840b39df9ba705ebde812:8670747f5da24b0881287a26c182cc16,mssentinel,16a0fbea40cd4d329956acc10160513e,1675497186459,Low,Closed,1671549454359,1671639368085
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:129a50ba2dd24618a3683969f519c53a:1d6764bfd1574a3887d4b53008a95d5e,mssentinel,8b5dfe7dfa4b4614a580518337991371,1675497186459,Medium,Open,1671001485852,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:be59b1b62fa04feca9ad76b93ce1fe7d:8f677ab9dd414b88b38be3973eb4b725,crowdstrike,d6f1745aa096493eb129b2554996bdd2,1675497186459,Low,Open,1672968645430,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:1999860b9522465ca78a3ea0269f0ef9:79268d0d39224157b5add91a244a0a0d,mssentinel,c6c5355eb6414f19b0a6920e77d81a33,1675497186459,Critical,Open,1675391378213,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:d87ee1ef95dc4d26be507c345111b5d5:b26763cf8c6244caa1ba382241163a4d,mssentinel,0959436cda8c49bc8691237bb970913a,1675497186459,Critical,Closed,1671154129708,1671281720915
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:f41ca71eaf38439198c1cd5223735a2d:b23edf6e9d5c4fa6894ec4e58f809cc3,crowdstrike,e2cf63bb23f14e678155d81af74bc517,1675497186459,Medium,Open,1673293397496,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:520a91ecf45747fa80bfc7fcfb48f516:0f0950d752e845f38c7472c4cb3d7b0f,mssentinel,52885bf56a7744408c44991c550db2cc,1675497186459,High,Closed,1671629491562,1671658492891
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:93986b4a1ed64661ba27475b5afdad81:3e2157f6087449f3a7b556df0838d342,crowdstrike,b096f68cbba5484793960831471c571b,1675497186459,Critical,Closed,1671482971258,1671696716166
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:1bf793e1f9b24d37be900ce16d87f8a2:f7f86633fe0b4998aae1f31eec93d074,crowdstrike,d4c6be6fd9704e129e81aaaac3cc725c,1675497186459,Medium,Closed,1673317990301,1673469649680
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:e92794172ea449fdaa3be4bcb92bc1c9:ad2ff4c6bbbb48848b797604edc9bcfb,crowdstrike,8c524d32b2f343808c94b7767bba5d5f,1675497186459,Low,Closed,1673901137318,1674122391632
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:43c7beb39d224a8a9e1fa23a12e4a778:8ba01f4abd0d45fea8bed5b53c64783e,crowdstrike,5fc87f851a7c49e2923332b477d1f8d0,1675497186459,Critical,Open,1673063259732,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:8762a5cdf41647f891f21c22f6f675ce:61326fd86ae84dfd961b7936d1cf5cf5,crowdstrike,0dd65a786f864e6c99fc8429757c3a4c,1675497186459,Low,Closed,1674768839608,1674956961655
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:834529797fe748528e3cba36c5c745de:7d67e0155c0349b5960966fbc26d6ff5,mssentinel,5cec6da780e44d3ead842d80834f2607,1675497186459,Critical,Closed,1673392981865,1673628249781
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:64bdd0a12df645ccbd8b1259fd22d591:0ab74ed3788e495f8616e25e8020f1ae,crowdstrike,1a2698c784d842a89d710c59458408ad,1675497186459,Medium,Closed,1670711739080,1670729520001
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:e53aab479bd143c0a2ace539c09a7cdf:eaa850cdf67c44c1a5ae81c5ce8da226,crowdstrike,d415235afe214a33977c645730e4b163,1675497186459,Critical,Closed,1674402080221,1674700783244
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:bcd3706ffcda4a11b89127ac966b1d22:a6759305d8224b6ba4cc2f8c37fba946,crowdstrike,fedd2bddbbb64367b70e2f6226b2949e,1675497186459,Medium,Closed,1671031974673,1671068665356
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:23b76cd02db74304abfc7941b489ca34:adb1ef36acd64ba0a2f6ba80d77f5c5a,crowdstrike,6daaa04a835b40909a415ad0bb5088ac,1675497186459,High,Closed,1672991891733,1673205302048
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:56cb2f59c8d54487842df4c9bd4e546f:b870444b998e45cabc26648e042e2956,crowdstrike,9fe44439093f465b95ac0509b2d65550,1675497186459,Low,Open,1672685552426,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:1c0846c3408549ecabaa35555c1877f2:ef076e4958f04e7eb85df4c470b2bdbf,mssentinel,4bb1a3fed8654ce4a6fc76d9fe870d1c,1675497186459,Low,Open,1670337708150,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:dc2b46aa7d58420ba4af57642abdfe52:321cefcab8cc4e1eb8ae5748bcd39869,crowdstrike,a9255ea0b3b34ff0a6cd050bb2e4ac92,1675497186459,Medium,Open,1670561357077,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:c2982b10df0049c2ba3186950e2e6df0:601ca394c545459a9485a1e2ba2c9ca7,crowdstrike,114b7482111f4b28b965b6b8fd0f991b,1675497186459,Medium,Open,1671916078387,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:ee8347aca9704582a642112b74c6b558:e0b8ae1143274897b0b9721f5b341edd,crowdstrike,1b45b7fc8faf4e599f00c0288204b1a1,1675497186459,Critical,Closed,1672094559210,1672306299560
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:55128740ab5046648f2bb656e7efeb3b:b7ed33250d594e489c533a6f3d9ec93f,crowdstrike,d2f5c18f87cb452dba2548642664c1e4,1675497186459,Medium,Open,1675305192739,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:4c753cf195d94cd88b1dd597194271ba:fc6d1378fa934f2c83cca0d96b8b8604,mssentinel,3012c7414e7e44b28e4bdf83ddad575f,1675497186459,Medium,Open,1672596813560,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:20a9d743dae344f2a51ba74cb2ddcee1:8d072436e01b481fbb0958199e01b867,mssentinel,fd34eb65fa1d4ffa9931483c10526b6e,1675497186459,Medium,Open,1672541810525,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:d80e6c27e7e949f1aec8c3629fbdec6d:7f8ac46d1e854a349f79cc5b08aece9d,mssentinel,74b05ced5582437ca4dc8dc69209c104,1675497186459,Critical,Closed,1672662227879,1672880881512
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:bb7d0d338d2649f9a7655efd392149c5:0a56b90eb56f41e993cdbc96662d8d36,crowdstrike,d84f6c58e78a494eb77fcb76f382c6ff,1675497186459,Low,Open,1673605016359,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:e3e89bcde0ee47fca28fae39dd5d0881:4610a7cbca294df5b6a5d3d54006d79f,crowdstrike,d654098caefe4501bb6a3785df6e10c4,1675497186459,Low,Closed,1675311221488,1675545214738
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:8f34ce8bcccd4e5eabe88fc4dab09df6:02b44ed33fcf49ad97cf2ffe030783e2,crowdstrike,788a945d11bc40cdbf01e22872241b2a,1675497186459,High,Open,1675591087456,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:68a502727cf0496a8b1de62d9ff3111b:9b7462770b8b47e6a1a20da1aae16978,mssentinel,7974ffe723ea448bb1e840e127b2097e,1675497186459,Critical,Open,1675030068207,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:9613874abcf3434489ecc183a86cdbef:48f6a113d2e04673878f5c862e6041d7,mssentinel,eb0c42e12ff94f859aacfde06c096006,1675497186459,Critical,Open,1672404079757,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:95b468eac62a497288eeb5bdd3d8b40f:5cb4014efb7f40b6b90f231791c67510,mssentinel,e0878265cc6a44388885376bb2ec0579,1675497186459,Low,Closed,1674305767666,1674367836328
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:cfff8ca15a2c4bd6b8486cf184351bc7:9dffaf36670a4270a75096cd0f1acde8,crowdstrike,47a9a1dcbb794b2bbbd90e299e6c9350,1675497186459,High,Closed,1672553800854,1672713901964
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:03dddc930f0b49afa40abc57116d73c9:a871b729e99c482fba6b11657496d57a,mssentinel,884cef4adc0e4a35bf6be1bf7f29d64e,1675497186459,Low,Closed,1673499977237,1673644618460
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:7cebe6e9fa9b4613807968a42d084e88:e34a36a04b8f416283386a67912b9861,mssentinel,5c29ae10449e42d9b25b46cf78e5a6d0,1675497186459,High,Closed,1670534197387,1670826742879
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:1b2aba42865b4a72a19c13ff309fc231:dddf7702543641dc9692fbc19ab07219,crowdstrike,e72c017e2d1040b5a527a3d7fa5fe23a,1675497186459,Low,Closed,1675125851373,1675167678580
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:7b5c866629414ec4890be26585122ea7:85337e677f8a41c4bdef7909b3a4c78e,mssentinel,7cd05bd4a248424ea4cecb111848aa45,1675497186459,Low,Open,1675618703190,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:1e3e05d6d107497bb82a98c48e182c91:b358639a58b04eadbbbd4b1ccf377d8e,crowdstrike,56184276601443cfa92950ae9c8d4f7f,1675497186459,High,Open,1673163919337,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:78def3ff06a745fcba62961e23e005e1:8a34301efb654fd793861e65ec343bda,mssentinel,2cc371160efe421a89fd2269fcd270d2,1675497186459,Low,Closed,1672481194814,1672658414369
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:c2e03cd9593f47a1a95c7adafa9b3536:7091c599fd9e4a6a9f96bdfca26a2e2d,crowdstrike,aaa2834bff55414ebee9def48c93c3c2,1675497186459,Medium,Closed,1671308741411,1671460640603
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:75e1668debaa437193739391cec5ef52:7a5e3b2f27034b29969744bf51927ada,crowdstrike,63f8249dffd9437da08e56c1584514c2,1675497186459,Medium,Closed,1670518843620,1670579073135
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:f58f27b73a1f4bfda16ea04626fcb078:fb9575a884d546ebbf0831729268f96b,mssentinel,dbac4c00bccb480c93c553a3f7bc4c3f,1675497186459,Critical,Closed,1671195148899,1671249398312
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:d60beeff5d304d7ebaa3e3b2dd096198:49e88e06cc0b45e1a804dfdf1445e56c,crowdstrike,78f9ef961de5442e8e85d1aa6cb3cc14,1675497186459,Critical,Open,1670676232560,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:284c15338a6249d89c691dd1e193d639:50d4906cddf84e43a4c73289ab2db29b,crowdstrike,7c6cc7edd45448a6a9b854cbb5034e5b,1675497186459,Low,Open,1671126168767,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:e7eaad2a55c242e59b1b290615de163e:813bf641301c4c8c80364d6bf3b295a4,mssentinel,6e9b8e3f90ae462197e1c495385fca2b,1675497186459,Medium,Closed,1675320034084,1675611615901
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:62675dc145c64731bfc886493b523859:88102fc8ba6a4356813bdd575a035f90,mssentinel,c7a843d7ad5845bfa021e1f4be36b0f0,1675497186459,Critical,Closed,1670612036945,1670779630717
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:4d8bb110902d437db5e54070f3b9f61b:a8157dbd2ce5494da102619abb12e4da,crowdstrike,ac99bebb7781473b947b65c45859f351,1675497186459,High,Closed,1674454252984,1674546658304
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:9e35cfa62810464dac5357117fa215c8:2d754be0b6964053b8f2c05de85eff46,crowdstrike,7ce640b21a7f450c95de79d16b7f8a0d,1675497186459,High,Open,1673749300926,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:2e49c26fb2344ceb95f4e97d4a5595c6:14fb75242d304232b503ec6838152946,crowdstrike,d35e17d9ff6a46498a1636faa6f1b7e4,1675497186459,High,Closed,1674681516071,1674734905255
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:675e04c0f59e49d2988708d658db7e7b:d548f92e41d84c068540eb22bdf5db7a,crowdstrike,6881ba30329b4f83963ba10ce4a32a85,1675497186459,Medium,Closed,1672732210167,1672749003757
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:efeda72fc3904260bd5ed1ba2250bd79:878dd0014e69402d9775bfff601fd4a7,crowdstrike,597c8823346b4c1ebb2cb82bc8c8f05b,1675497186459,Critical,Closed,1672799330330,1673021428526
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:b85abb996f214f33a5646c1a0d3d0591:c756377527ce4bc6b7a329153dffb6fd,crowdstrike,656f63e45306424dad0f4ec557413daa,1675497186459,Critical,Open,1675214621531,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:fa26d19b392b4454b3e9da654bf57347:4b048063364f4225ac4a4d524c8efabf,crowdstrike,923dbfbbbcbc4b428bef935ca8fd1eda,1675497186459,Critical,Closed,1670903376416,1671078481434
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:4a69ad0d820b4c3a9691a84215807f7c:7b68a663fe934a3187e9afbcb19f88e8,crowdstrike,942b7ce7fdc54607965e53c5626eb40b,1675497186459,High,Closed,1670587587101,1670691461461
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:3a3132ce6f1b4adf8ccc531a90e5089d:ceb08fd9dcf64f9da194c9601acbf376,mssentinel,a43d46e74f4b4fc485a78f7aab0be434,1675497186459,High,Open,1674456108920,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:33a0b62ac6f64ee0bc3d860e73338058:50aa6107cbd94acf892e5c1ed77df97b,mssentinel,d29d22bbdb094283aa1f88d5b8f91432,1675497186459,High,Closed,1673621782665,1673638709805
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:a286762795f945b9994593b4c9c9254e:47ad0f5345194f16b55267a2bd5d53e5,crowdstrike,19e5d8d85eff4356991cf38fb34ab008,1675497186459,Critical,Open,1671904654081,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:febe9ee4da3b4ad38a1d61424e95cd95:8d41bed3e51f44a993ea1369e715c5b8,crowdstrike,bad005a697544fe280f9940d949bf4c4,1675497186459,Medium,Closed,1673930888705,1673976259248
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:1c99076ba82b4f80b79b2e195c7c94c2:080c9c2c227940c29612a99c120db8a2,mssentinel,c9758ebacdcc48b8b84d4bc57e208265,1675497186459,Low,Open,1675015312982,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:78d2e2e7e749452c8a93eb712067595b:a2f5c2fc3b4a492f82ae31d5ca126a0c,crowdstrike,f1b93b89f5a54f458ee618d6707a2256,1675497186459,Critical,Closed,1670776507123,1670864731644
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:53b8c6ab8b334bfe8ef320ec70403928:913148d5e0cb4cc6af1ec5ff7e81d400,crowdstrike,5efce2ae17244a68a8870df53f2f15eb,1675497186459,Low,Closed,1670426549859,1670720330787
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:c68c92e7959d451a87ec8cb99a4f6016:f7bc325a76e941b196e3adcd1f9ab5c0,crowdstrike,ef8eef2082a34e0e9c4787932c56b70a,1675497186459,Critical,Open,1671382740468,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:07e136ae644d46dd93b71e3c7ec2ed5e:1af1b4c9b17e40b098d23be4b77f0ee7,crowdstrike,e0da8d8135394bb5bc24a464c6c4e7fc,1675497186459,Low,Closed,1670392898327,1670437225413
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:ae50fa59d2444f0c959272ea6c420c3f:dbcc2eb5a9ab428186c3d6c571ffa53d,mssentinel,bb46d831bda74477a0272d5ce1a79e93,1675497186459,Medium,Open,1673089261116,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:6baa97d84ed0413c86dba12702d2f916:2e106bc5ddaf41ca85f639c2db8f2164,crowdstrike,cf19fc7b1dd44ab2af0ca9a0ad406426,1675497186459,High,Closed,1675028763949,1675250536008
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:9a545c228dc0434481ffefc7cba8e6d4:60d9c7ea67434ee2aeebbb549735ac01,mssentinel,a3aab2aa3a3d4c5a9775f9ed67bfb2ce,1675497186459,Critical,Closed,1674606382137,1674865768198
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:ec8b1fb2114b44e1933c021d8ef18c2d:b105205c817f4c9fabfa28e32e1efa82,crowdstrike,a95441a200bb43e5b9d639214749de7f,1675497186459,Medium,Closed,1674703485434,1674760826491
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:f69a21b44f414913a2bed6ce35cdd629:1dcc684c4cf94ddca08d60c43d24eacc,crowdstrike,f31eb764c3b742399f09d990e54e6d16,1675497186459,Low,Open,1670910167887,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:5a59a275e60146949e350d4bd087044d:4ecf5ce78a9c42f4b5babe2009213c9d,crowdstrike,a2906ca47a5d47eba574bef4a83e5c93,1675497186459,Low,Open,1674456889097,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:6a8d69d80809402ebd183bdf5e501624:1ed04a32a2d940d39a4f65abd08ee724,crowdstrike,ad364e66d3204c32b5de30bcc7b7d287,1675497186459,High,Open,1674655297728,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:75bfc92fc8d24c3b81aacd3a12eb3015:20009c156bcb4605a6ff06f95ff00460,mssentinel,b85afe92c0ea44ad875001b957b6ec6c,1675497186459,Critical,Open,1675290608687,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:104507e139c94d71a0ff6ebae7bc0c64:baba0726ace44254a3f467df84451a46,mssentinel,7e6b8d71d50d495abd2ee17e12bee582,1675497186459,High,Open,1675259059897,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:c8be4c485a714442adf9329e60ee8d80:a93984d0b668453d87d148e023b3cc1e,crowdstrike,9d02136db3d547758f16c8d4623a249b,1675497186459,High,Closed,1672732197707,1672979320006
